,通知内容,通知部门,通知时间
3922,关于选聘兼职心理辅导员的通知,学生心理健康指导中心,2021-04-08
3923,教学午餐会（总第47期）：“融情入理 立德树人：我的课程思政”——教之以“病”而喻诸德：无声融入 有声育才,教师教学发展中心,2021-04-08
3924,转发《关于依托吉林大学重庆研究院申报2021年重庆市自然科学基金项目的通知》,科研院,2021-04-08
3925,关于2021年秋季学期赴台湾高校交换学习项目选拔考试的通知,港澳台办公室,2021-04-08
3926,关于组织学生参加“创业长春 梦想成真”——助推长春现代化都市圈建设市长宣传推介活动的通知,党委办公室,2021-04-08
3927,关于举办第26期本科学生学业启航项目：雅思全真模拟考试（第一场）的通知,党委学生工作部、党委武装部,2021-04-08
3928,关于开展学生党史学习教育系列活动（一）—“党史百年天天读”学习打卡活动的通知,党委学生工作部、党委武装部,2021-04-08
3929,关于谭通等同志任职的通知,党委组织部,2021-04-08
3930,关于2020年度吉林大学“金种子”优秀人才培养计划入选人员的公示,人力资源处,2021-04-08
3931,关于表彰2020年度消防安全管理先进单位、先进个人的决定,保卫处、党委保卫部,2021-04-08
3932,关于举办第35期“青春故事分享会”：十佳、自强自立大学生事迹巡讲的通知,党委学生工作部、党委武装部,2021-04-08
3933,关于表彰吉林大学2020年度治安综合治理工作先进集体和先进个人的决定,保卫处、党委保卫部,2021-04-07
3934,关于保卫处在中心校区鼎新楼增设服务办公室的通知,保卫处、党委保卫部,2021-04-07
3935,关于举办2021年吉林大学“第14届全国大学生先进成图技术与产品信息建模创新大赛”选拔赛的通知,机械与航空航天工程学院,2021-04-07
3936,关于“吉林大学党史学习教育专题网站”的上线通知,党委宣传部,2021-04-07
3937,关于开展“朋辈协力·心理成长”系列活动立项申报的通知,学生心理健康指导中心,2021-04-07
3938,关于举办吉林大学共青团第六期“青思论坛”的通知,团委,2021-04-07
3939,关于南岭校区开展消防设施检测的通知,后勤服务集团,2021-04-07
3940,关于举办吉林大学阳光体育系列活动第二十一届学生立定跳远、引体向上公开赛的通知,体育学院,2021-04-07
3941,关于评定2020—2021学年度“华为奖学金”（研究生）的通知,研究生院,2021-04-07
3942,转发《关于调整2021年度国家自然科学基金委员会与荷兰研究理事会合作研究项目受理截止时间和举办中荷网...,科研院,2021-04-07
3943,关于申请《内部资料性出版物准印证》的通知,党委宣传部,2021-04-07
3944,关于组织学生参加“省委书记发出邀请 ——创业有你 ‘就’在吉林”报告会的通知,党委办公室,2021-04-07
3945,关于组织参加“第十二届盼盼食品杯烘焙食品创意大赛”的通知,食品科学与工程学院,2021-04-07
3946,关于“吉林大学口腔医学院”更名的决定,党委机构编制委员会办公室,2021-04-07
3947,关于召开2021年妇女工作会议暨妇女干部党史学习教育专题辅导讲座的通知,妇委会,2021-04-06
3948,关于制作2021版学院（学科）特色本科招生宣传片的通知,教务处,2021-04-06
3949,关于上报学院本科招生宣传联络人信息及变更招生宣传经费卡负责人的通知,教务处,2021-04-06
3950,关于吴昊等任职的通知,党委组织部,2021-04-06
3951,关于全面开展吉林大学2021年本科招生宣传工作的通知,教务处,2021-04-06
3952,关于邱松同志职务任免的通知,党委组织部,2021-04-06
3953,关于吉林大学校医院报销学生医疗费的通知,校医院,2021-04-06
3954,转发吉林省科技厅《关于征集吉林省国际科技合作重点实验室建议的通知》,科研院,2021-04-06
3955,关于东北亚研究院党委、纪委变更名称的通知,党委组织部,2021-04-06
3956,转发吉林省科技厅《关于征集2022年度吉林省国际科技合作基地的通知》,科研院,2021-04-06
3957,教学午餐会（总第46期）：“融情入理 立德树人：我的课程思政”——“以德化人 以理服人：春风化雨课程育人”,教师教学发展中心,2021-04-06
3958,关于公示2020年度“苏州工业园区奖学金”拟获奖本科生名单的通知,党委学生工作部、党委武装部,2021-04-06
3959,关于在本科生中评选2020年度“华为奖学金”的通知,党委学生工作部、党委武装部,2021-04-06
3960,关于在本科生中评选2020年度“吕振羽奖学金”的通知,党委学生工作部、党委武装部,2021-04-06
3961,关于召开吉林大学校友会第三次会员代表大会的通知,校友和基金工作办公室,2021-04-06
3962,关于做好2020-2021学年第一学期 本科学生学业预警工作的通知,教务处,2021-04-06
3963,工会正科级干部拟聘人选的公示,工会,2021-04-06
3964,关于中心校区临时停电的情况说明,后勤服务集团,2021-04-06
3965,关于开展吉林大学共青团2020年度“创先争优”评比工作的通知,团委,2021-04-06
3966,关于2021年度中国政府友谊奖申报工作的通知,国际合作与交流处,2021-04-06
3967,关于郝爽等任职的通知,人力资源处,2021-04-06
3968,关于领取实验技术人员年度考核表的通知,实验室管理处,2021-04-06
3969,关于闵海涛等职务任免的通知,科研院,2021-04-06
3970,关于开展吉林大学东北振兴发展专项研究课题结项验收工作的通知,哲学社会学院,2021-04-06
3971,关于申报2021年度“中国商业联合会科学技术奖”的通知,科研院,2021-04-06
3972,关于举办吉林大学阳光体育系列活动第二十一届学生男子校园足球院系杯比赛的通知,体育学院,2021-04-02
3973,信息技术应用系列培训活动之二：工学部线上线下混合式教学交流会,教师教学发展中心,2021-04-02
3974,关于敦促提交《仪器设备报废审批单》的通知,资产管理处,2021-04-02
3975,关于印发《吉林大学关于修订和废止部分文件的决定》的通知,政策与法规办公室,2021-04-02
3976,关于印发《吉林大学深化教育评价改革工作方案》的通知,政策与法规办公室,2021-04-02
3977,关于发布盐城市重点企业技术合作需求的通知,科研院,2021-04-02
3978,转发国家自然科学基金委员会国际合作局《2021年度国家自然科学基金外国学者研究基金项目指南》的通知,科研院,2021-04-02
3979,转发《国家自然科学基金委员会中德科学中心2021年度项目指南》的通知,科研院,2021-04-02
3980,关于开展2021－2022年度中加学者交换项目选拔工作的通知,人力资源处,2021-04-02
3981,吉林大学关于2021年度公开招聘专业技术人员和管理人员考试相关事宜的通知,人力资源处,2021-04-02
3982,吉林大学马克思主义学院2021年教师招聘启事,马克思主义学院,2021-04-02
3983,关于公示吉林大学2020-2021学年注销学生社团名单的通知,团委,2021-04-02
3984,技术转移公示（2021010）,科研院,2021-04-02
3985,转发关于征集2022年度国家自然科学基金区域创新发展联合基金（重庆）申报指南建议的通知,科研院,2021-04-02
3986,关于白求恩医学部2020年第一医院和中日联谊医院拟聘教师及卫生技术各系列人员公示的通知,白求恩医学部,2021-04-02
3987,关于公示2020-2021学年“一汽丰田·筑梦行动”拟资助本科学生名单的通知,党委学生工作部、党委武装部,2021-04-02
3988,关于申报2021年度国家社科基金高校思想政治理论课研究专项的通知,社会科学处,2021-04-02
3989,转发吉林省发改委关于规范高技术产业项目验收的通知,科研院,2021-04-02
3990,关于徐超等职务任免的通知,科研院,2021-04-02
3991,关于金鑫等职务任免的通知,党委组织部,2021-04-02
3992,关于李尚昆等同志职务任免的通知,党委组织部,2021-04-02
3993,关于报送院级单位“十三五”规划总结及 “十四五”规划（审议稿）的通知,发展规划处,2021-04-02
3994,关于申报吉林大学基本科研业务费“庆祝中国共产党成立一百周年理论研究专项”项目的通知,社会科学处,2021-04-02
3995,关于做好2021-2022学年第一学期本科生排课、选课工作的通知,教务处,2021-04-02
3996,关于清明节浴池营业时间安排的通知,后勤服务集团,2021-04-02
3997,关于朱文君等同志任职的公示,党委组织部,2021-04-01
3998,校长办公室面向校内公开招聘正科级干部的通知,校长办公室,2021-04-01
3999,吉林大学管理学院2021年公开招聘专业教师启事,管理学院,2021-04-01
4000,关于公示2020-2021学年吉林大学“苏州工业园奖学金”获奖研究生的通知,研究生院,2021-04-01
4001,关于组织申报第十七次李四光地质科学奖的通知,科研院,2021-04-01
4002,生物与农业工程学院拟聘团委书记人选公示,生物与农业工程学院,2021-04-01
4003,2020年度吉林大学埃德伯格实验室安全奖与提名奖评选结果公示,实验室管理处,2021-04-01
4004,关于开展清明节前实验室安全检查暨高温高压特种设备安全专项排查的通知,实验室管理处,2021-04-01
4005,关于开展2020-2021学年《大学生职业发展指导》慕课助教培训的通知,学生就业创业指导与服务中心,2021-04-01
4006,关于王博雅等职务任免的通知,人力资源处,2021-04-01
4007,关于举办“吉心向党”庆祝建党100周年主题书画、摄影艺术展的征稿启事,工会,2021-04-01
4008,关于开展清明节“知校史·学党史”追忆学校先贤的通知,团委,2021-04-01
4009,关于开展2021年“青春践行∙永跟党走”主题社会实践的通知,团委,2021-04-01
4010,关于我校教职工2021年度医疗保险缴费基数变更及扣款的说明,人力资源处,2021-04-01
4011,关于举办党史学习教育专题辅导讲座（第一场）的通知,党委组织部,2021-03-31
4012,关于做好2021年下半年大学生应征入伍报名工作的通知,党委学生工作部、党委武装部,2021-03-31
4013,关于开展基本科研业务费（哲学社会科学研究）项目结项清理工作的通知,社会科学处,2021-03-31
4014,关于开展庆祝建党一百周年活动之百件赞颂建党百年艺术作品征集的通知,团委,2021-03-31
